iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
KEN,2018-01-01 00:00:00,2018-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,5169313.471708,tonnes,,2022-09-06 12:39:52.76017,2022-10-19 16:07:10.786521
KEN,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,n2o,15.866877000000002,tonnes,,2022-09-06 12:39:52.76017,2022-10-05 21:26:40.694529
KEN,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2,921884.3364,tonnes,,2022-09-06 12:39:52.76017,2022-10-19 16:06:41.480641
KEN,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,137871.4373,tonnes,,2022-09-06 12:39:52.76017,2022-10-05 21:26:40.694529
KEN,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,12507273.925128,tonnes,,2022-09-06 12:39:52.76017,2022-10-19 16:06:41.480641
KEN,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,4786489.303204999,tonnes,,2022-09-06 12:39:52.76017,2022-10-19 16:06:41.480641
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,n2o,13.911229,tonnes,,2022-09-06 12:39:52.76017,2022-10-05 21:26:30.932117
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2,808258.8489,tonnes,,2022-09-06 12:39:52.76017,2022-10-19 16:06:23.547711
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,130269.73933099999,tonnes,,2022-09-06 12:39:52.76017,2022-10-05 21:26:30.932117
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,11754589.51716,tonnes,,2022-09-06 12:39:52.76017,2022-10-19 16:06:23.547711
KEN,2020-01-01 00:00:00,2020-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,4459498.025853,tonnes,,2022-09-06 12:39:52.76017,2022-10-19 16:06:23.547711
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,n2o,14.849945,tonnes,,2022-09-07 09:56:37.90632,2022-10-05 21:26:10.095957
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2,862799.3956,tonnes,,2022-09-07 09:56:37.90632,2022-10-19 16:05:59.802081
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,130275.819655,tonnes,,2022-09-07 09:56:37.90632,2022-10-05 21:26:10.095957
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,11809888.632100001,tonnes,,2022-09-07 09:56:37.90632,2022-10-19 16:05:59.802081
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,4514457.581365,tonnes,,2022-09-07 09:56:37.90632,2022-10-19 16:05:59.802081
